#,CPU-T,ACC-T,CPU-A,ACC-A,CPU-W,ACC-W,CPU-Time,ACC-Time,CPU Throughput (B/s),ACC Throughput (B/s),CPU-Energy (J),ACC-Energy (J),Total Time,Total Enegy (J),CPU MB/s,ACC MB/s,CPU Power (W),ACC Power (W),Total Power (W),Total Throughput (MB/s),Power Efficiency,,Lowest Time,Lowest Energy,highest throughput,Highest Power Efficiency,,CPU Input Size,ACC Input Size,Total Size 
3377,24,240,scatter,compact,27.5,72.5,0.3967652,0.8239084,2334626000,2820006000,43.76848,200.328,0.8239084,244.0966,2.33E+03,2.82E+03,110.3133037,243.1435339,353.4568376,3944.29,32.76,,,,,,,9.26E+08,2.32E+09,
3378,24,240,scatter,compact,30,70,0.4302586,0.8044678,2340714000,2786976000,48.8981,196.8106,0.8044678,245.7088,2.34E+03,2.79E+03,113.6481642,244.6469579,358.2951221,4039.61,31.99,,,,,,,1.01E+09,2.24E+09,
3379,24,240,scatter,compact,32.5,67.5,0.4601248,0.7917174,2365620000,2729166000,49.9838,194.8178,0.7917174,244.8014,2.37E+03,2.73E+03,108.6309627,246.0698729,354.7008356,4104.66,32.87,,,,,,,1.09E+09,2.16E+09,
3380,24,240,scatter,compact,35,65,0.4864638,0.7869824,2404264000,2642952000,53.20842,189.3636,0.7869824,242.572,2.40E+03,2.64E+03,109.377964,240.6198665,349.9978305,4129.36,32.97,,,,,,,1.17E+09,2.08E+09,
3381,24,240,scatter,compact,37.5,62.5,0.511166,0.7734714,2446980000,2583932000,57.3018,184.8244,0.7734714,242.1262,2.45E+03,2.58E+03,112.1001788,238.9544074,351.0545862,4201.49,32.64,,,,,,,1.25E+09,2.00E+09,
3382,24,240,scatter,compact,40,60,0.5404802,0.7683356,2466716000,2498234000,61.8347,188.556,0.7683356,250.3906,2.47E+03,2.50E+03,114.4069662,245.4083866,359.8153529,4229.58,31.74,,,,,,,1.33E+09,1.92E+09,
3383,24,240,scatter,compact,42.5,57.5,0.576008,0.7622822,2454040000,2410190000,68.20972,189.1846,0.7622822,257.394,2.45E+03,2.41E+03,118.4180081,248.1818413,366.5998494,4263.16,30.43,,,,,,,1.41E+09,1.84E+09,
3384,24,240,scatter,compact,45,55,0.6119824,0.7369492,2442836000,2381524000,72.15034,181.1542,0.7369492,253.3044,2.44E+03,2.38E+03,117.8961029,245.8164009,363.7125038,4409.71,30.41,,,,,,,1.49E+09,1.76E+09,
3385,24,240,scatter,compact,47.5,52.5,0.6408404,0.7238346,2459054000,2312416000,75.27002,176.8112,0.7238346,252.0812,2.46E+03,2.31E+03,117.4551729,244.2701689,361.7253418,4489.61,30.40,,,,,,,1.58E+09,1.67E+09,
3386,24,240,scatter,compact,50,50,0.6777078,0.71721,2446596000,2220292000,88.27768,177.3616,0.7199376,265.6394,2.45E+03,2.22E+03,130.2592061,247.2938191,377.5530252,4513.91,27.76,,,,,,,1.66E+09,1.59E+09,
3387,24,240,scatter,compact,52.5,47.5,0.7228248,0.7085522,2405108000,2134900000,97.45904,175.2294,0.7243354,272.6886,2.41E+03,2.13E+03,134.8307916,247.3062676,382.1370593,4486.51,26.47,,,,,,,1.74E+09,1.51E+09,
3388,24,240,scatter,compact,55,45,0.7589348,0.6874968,2397942000,2083648000,92.23094,169.8768,0.7597498,262.108,2.40E+03,2.08E+03,121.5268294,247.0946774,368.6215068,4277.37,28.16,,,,,,,1.82E+09,1.43E+09,
3389,24,240,scatter,compact,57.5,42.5,0.7974138,0.6542102,2384120000,2063038000,95.79076,160.5586,0.7974138,256.3494,2.38E+03,2.06E+03,120.1267899,245.4235657,365.5503556,4075.34,28.25,,,,,,,1.90E+09,1.35E+09,
3390,24,240,scatter,compact,60,40,0.8322466,0.624178,2381586000,2030042000,104.87274,156.281,0.8322466,261.1536,2.38E+03,2.03E+03,126.0116172,250.3788983,376.3905156,3904.77,27.01,,,,,,,1.98E+09,1.27E+09,
3391,24,240,scatter,compact,62.5,37.5,0.8683982,0.6036066,2376438000,1964616000,110.1198,155.0628,0.8683982,265.1824,2.38E+03,1.96E+03,126.8079552,256.8938113,383.7017665,3742.22,26.39,,,,,,,2.06E+09,1.19E+09,
3392,24,240,scatter,compact,65,35,0.9103632,0.5778696,2355878000,1911382000,113.7052,147.153,0.9103632,260.8582,2.36E+03,1.91E+03,124.9009187,254.6474153,379.5483339,3569.71,26.37,,,,,,,2.14E+09,1.10E+09,
3393,24,240,scatter,compact,67.5,32.5,0.9367122,0.5642184,2376196000,1814204000,114.0316,138.2272,0.9367122,252.259,2.38E+03,1.81E+03,121.7360039,244.9888199,366.7248238,3469.30,26.92,,,,,,,2.23E+09,1.02E+09,
3394,24,240,scatter,compact,70,30,0.9576494,0.5713564,2409198000,1656132000,114.7724,139.5132,0.9576494,254.2858,2.41E+03,1.66E+03,119.8480362,244.1789398,364.026976,3393.45,26.88,,,,,,,2.31E+09,9.46E+08,
3395,24,240,scatter,compact,72.5,27.5,0.9931096,0.5401542,2405584000,1602044000,119.6246,131.7788,0.9931096,251.4034,2.41E+03,1.60E+03,120.4545802,243.9651492,364.4197295,3272.28,26.54,,,,,,,2.39E+09,8.65E+08,
3396,24,240,scatter,compact,75,25,1.0328,0.5088232,2391256000,1534426000,122.6028,125.766,1.0328,248.3688,2.39E+03,1.53E+03,118.7091402,247.1703334,365.8794736,3146.53,26.35,,,,,,,2.47E+09,7.81E+08,
3397,24,240,scatter,compact,77.5,22.5,1.066452,0.4722136,2392348000,1478276000,129.7786,118.4096,1.066452,248.1884,2.39E+03,1.48E+03,121.691928,250.7543197,372.4462477,3047.24,25.55,,,,,,,2.55E+09,6.98E+08,
3398,24,240,scatter,compact,80,20,1.11499,0.4490422,2360832000,1373706000,137.8192,111.961,1.11499,249.7804,2.36E+03,1.37E+03,123.6057722,249.3329135,372.9386857,2914.59,24.61,,,,,,,2.63E+09,6.17E+08,
3399,24,240,scatter,compact,82.5,17.5,1.142804,0.4270026,2374170000,1254066000,142.2984,107.919,1.142804,250.2174,2.37E+03,1.25E+03,124.51689,252.736166,377.253056,2843.65,24.03,,,,,,,2.71E+09,5.35E+08,
3400,24,240,scatter,compact,85,15,1.1127048,0.4092694,2522344000,1111027400,139.0814,102.50426,1.1127048,241.5858,2.52E+03,1.11E+03,124.9939786,250.4566919,375.4506705,2920.57,24.62,,,,,,,2.81E+09,4.55E+08,
3401,24,240,scatter,compact,87.5,12.5,1.1205472,0.3823656,2592506000,975390800,139.8928,96.59618,1.1205472,236.4888,2.59E+03,9.75E+02,124.8432908,252.6277992,377.47109,2900.13,24.63,,,,,,,2.91E+09,3.73E+08,
3402,24,240,scatter,compact,90,10,1.14602,0.352372,2604114000,827239800,143.8938,91.57242,1.14602,235.466,2.60E+03,8.27E+02,125.5595888,259.8742806,385.4338694,2835.67,23.92,,,,,,,2.98E+09,2.91E+08,
3403,24,240,scatter,compact,92.5,7.5,1.145806,0.3289902,2685720000,638157400,145.2522,85.12392,1.145806,230.376,2.69E+03,6.38E+02,126.7685804,258.7430264,385.5116068,2836.20,23.65,,,,,,,3.08E+09,2.10E+08,
3404,24,240,scatter,compact,95,5,1.321924,0.3048876,2359824000,423827800,164.1152,75.60218,1.321924,239.717,2.36E+03,4.24E+02,124.1487408,247.9673821,372.1161229,2458.34,20.72,,,,,,,3.12E+09,1.29E+08,
3405,24,240,scatter,compact,97.5,2.5,0.82620476,1.0857222,1883870000,723075000,105.537614,254.6642,1.705346,360.2014,1.88E+03,7.23E+02,127.7378431,234.5574218,362.2952649,1905.62,17.83,,,,,,,1.56E+09,7.85E+08,
3406,36,60,scatter,compact,2.5,97.5,0.08051458,2.259198,1377794000,1388102000,15.147156,524.763,2.259198,539.9098,1.38E+03,1.39E+03,188.129355,232.2784457,420.4078007,1438.45,13.30,,,,,,,1.11E+08,3.14E+09,
3407,36,60,scatter,compact,5,95,0.09823848,2.219456,1977634000,1376226000,19.08356,515.9106,2.219456,534.9942,1.98E+03,1.38E+03,194.2574844,232.4491227,426.7066071,1464.20,16.10,,,,,,,1.94E+08,3.05E+09,
3408,36,60,scatter,compact,7.5,92.5,0.1184758,2.168762,2349834000,1370928000,21.71892,504.5836,2.168762,526.3026,2.35E+03,1.37E+03,183.3194627,232.6597386,415.9792013,1498.43,18.71,,,,,,,2.78E+08,2.97E+09,
3409,36,60,scatter,compact,10,90,0.1464078,2.116106,2446284000,1366664000,27.15084,490.5636,2.116106,517.7146,2.45E+03,1.37E+03,185.446677,231.8237366,417.2704136,1535.71,19.09,,,,,,,3.58E+08,2.89E+09,
3410,36,60,scatter,compact,12.5,87.5,0.166072,2.07072,2639906000,1357366000,28.40052,479.2718,2.07072,507.6726,2.64E+03,1.36E+03,171.0132954,231.4517656,402.465061,1569.37,21.30,,,,,,,4.38E+08,2.81E+09,
3411,36,60,scatter,compact,15,85,0.1943774,2.010896,2674316000,1357458000,27.46354,464.9372,2.010896,492.4008,2.67E+03,1.36E+03,141.2897796,231.2089735,372.4987531,1616.06,24.80,,,,,,,5.20E+08,2.73E+09,
3412,36,60,scatter,compact,17.5,82.5,0.2201688,1.95003,2727886000,1358060000,29.41662,450.349,1.95003,479.7658,2.73E+03,1.36E+03,133.6093942,230.9446521,364.5540464,1666.50,26.30,,,,,,,6.01E+08,2.65E+09,
3413,36,60,scatter,compact,20,80,0.2409414,1.903478,2830690000,1348604000,31.89088,442.5786,1.903478,474.4694,2.83E+03,1.35E+03,132.3594866,232.5104887,364.8699753,1707.26,27.19,,,,,,,6.82E+08,2.57E+09,
3414,36,60,scatter,compact,22.5,77.5,0.2620812,1.84805,2912272000,1345212000,33.31824,429.4522,1.84805,462.7706,2.91E+03,1.35E+03,127.1294545,232.3812667,359.5107213,1758.47,28.70,,,,,,,7.63E+08,2.49E+09,
3415,36,60,scatter,compact,25,75,0.2846034,1.78798,2967950000,1344848000,35.42166,412.83,1.78798,448.2516,2.97E+03,1.34E+03,124.4597218,230.8918444,355.3515663,1817.55,29.67,,,,,,,8.45E+08,2.40E+09,
3416,36,60,scatter,compact,27.5,72.5,0.3080576,1.749062,3005480000,1328452000,36.63038,402.7256,1.749062,439.3556,3.01E+03,1.33E+03,118.9075679,230.2523295,349.1598975,1857.99,31.05,,,,,,,9.26E+08,2.32E+09,
3417,36,60,scatter,compact,30,70,0.3296704,1.684292,3054682000,1331166000,39.2847,387.9156,1.684292,427.1998,3.05E+03,1.33E+03,119.1635646,230.3137461,349.4773107,1929.44,31.41,,,,,,,1.01E+09,2.24E+09,
3418,36,60,scatter,compact,32.5,67.5,0.3404004,1.634206,3198084000,1322194000,40.61832,377.349,1.634206,417.9672,3.20E+03,1.32E+03,119.3251242,230.9066299,350.2317541,1988.57,32.53,,,,,,,1.09E+09,2.16E+09,
3419,36,60,scatter,compact,35,65,0.349695,1.579066,3350562000,1317152000,42.71172,364.369,1.579066,407.081,3.35E+03,1.32E+03,122.1399219,230.7496963,352.8896183,2058.01,33.14,,,,,,,1.17E+09,2.08E+09,
3420,36,60,scatter,compact,37.5,62.5,0.37388,1.511324,3354522000,1322392000,45.14746,346.3472,1.511324,391.4946,3.35E+03,1.32E+03,120.7538782,229.1680672,349.9219455,2150.26,33.55,,,,,,,1.25E+09,2.00E+09,
3421,36,60,scatter,compact,40,60,0.3989016,1.45409,3340026000,1318434000,47.61888,332.601,1.45409,380.2196,3.34E+03,1.32E+03,119.3750038,228.7348101,348.1098138,2234.89,33.74,,,,,,,1.33E+09,1.92E+09,
3422,36,60,scatter,compact,42.5,57.5,0.4193402,1.410332,3371036000,1301834000,50.9761,323.216,1.410332,374.192,3.37E+03,1.30E+03,121.5626358,229.1772434,350.7398792,2304.23,33.41,,,,,,,1.41E+09,1.84E+09,
3423,36,60,scatter,compact,45,55,0.4532994,1.363748,3298984000,1286618000,54.86396,312.061,1.363748,366.925,3.30E+03,1.29E+03,121.0325008,228.8260001,349.8585009,2382.94,32.88,,,,,,,1.50E+09,1.75E+09,
3424,36,60,scatter,compact,47.5,52.5,0.4794536,1.31295,3286796000,1274528000,57.5753,301.8326,1.31295,359.408,3.29E+03,1.27E+03,120.0852387,229.8888762,349.9741149,2475.14,32.91,,,,,,,1.58E+09,1.67E+09,
3425,36,60,scatter,compact,50,50,0.5095914,1.26617,3253952000,1257344000,62.56342,292.0476,1.26617,354.611,3.25E+03,1.26E+03,122.7717344,230.6543355,353.4260699,2566.59,31.96,,,,,,,1.66E+09,1.59E+09,
3426,36,60,scatter,compact,52.5,47.5,0.542392,1.227402,3205240000,1231700000,67.93802,280.6288,1.227402,348.5666,3.21E+03,1.23E+03,125.2563091,228.6364207,353.8927298,2647.65,30.98,,,,,,,1.74E+09,1.51E+09,
3427,36,60,scatter,compact,55,45,0.5707894,1.15117,3188690000,1242512000,73.78628,261.4416,1.15117,335.228,3.19E+03,1.24E+03,129.2705856,227.1094625,356.3800482,2822.98,30.14,,,,,,,1.82E+09,1.43E+09,
3428,36,60,scatter,compact,57.5,42.5,0.5984136,1.09474,3176428000,1231714000,83.18076,249.0852,1.09474,332.2658,3.18E+03,1.23E+03,139.0021216,227.5290937,366.5312153,2968.50,28.27,,,,,,,1.90E+09,1.35E+09,
3429,36,60,scatter,compact,60,40,0.6200648,1.034975,3196606000,1224706000,84.42908,233.511,1.034975,317.9398,3.20E+03,1.22E+03,136.1617044,225.6199425,361.7816469,3139.92,28.90,,,,,,,1.98E+09,1.27E+09,
3430,36,60,scatter,compact,62.5,37.5,0.6461474,0.9642296,3193596000,1229998000,79.33394,217.2272,0.9642296,296.5612,3.19E+03,1.23E+03,122.7799415,225.2857618,348.0657034,3370.29,31.47,,,,,,,2.06E+09,1.19E+09,
3431,36,60,scatter,compact,65,35,0.674331,0.9066054,3180328000,1218372000,82.15848,204.981,0.9066054,287.1394,3.18E+03,1.22E+03,121.8370207,226.0972635,347.9342842,3584.51,31.49,,,,,,,2.14E+09,1.10E+09,
3432,36,60,scatter,compact,67.5,32.5,0.702534,0.870964,3168710000,1175356000,85.64784,195.6846,0.870964,281.3326,3.17E+03,1.18E+03,121.912733,224.6758764,346.5886094,3731.19,31.22,,,,,,,2.23E+09,1.02E+09,
3433,36,60,scatter,compact,70,30,0.72174,0.8086556,3196816000,1166210000,89.31834,181.6816,0.8086556,271.0002,3.20E+03,1.17E+03,123.7541774,224.6711703,348.4253477,4018.69,31.02,,,,,,,2.31E+09,9.43E+08,
3434,36,60,scatter,compact,72.5,27.5,0.7159892,0.7407458,3336996000,1162034000,89.90616,165.208,0.7407884,255.114,3.34E+03,1.16E+03,125.5691566,223.0292767,348.5984333,4386.86,31.79,,,,,,,2.39E+09,8.61E+08,
3435,36,60,scatter,compact,75,25,0.7303712,0.6893612,3383054000,1130662000,92.27144,153.05,0.7309322,245.3212,3.38E+03,1.13E+03,126.3349924,222.017137,348.3521294,4446.01,31.87,,,,,,,2.47E+09,7.79E+08,
3436,36,60,scatter,compact,77.5,22.5,0.7665998,0.6305552,3327908000,1107892000,97.22138,140.453,0.7665998,237.6742,3.33E+03,1.11E+03,126.8215567,222.7449714,349.5665281,4239.15,31.21,,,,,,,2.55E+09,6.99E+08,
3437,36,60,scatter,compact,80,20,0.7995208,0.567453,3292260000,1087388000,100.73752,126.6234,0.7995208,227.3608,3.29E+03,1.09E+03,125.9973724,223.1434145,349.1407869,4064.60,31.00,,,,,,,2.63E+09,6.17E+08,
3438,36,60,scatter,compact,82.5,17.5,0.8294414,0.5077798,3271362000,1054936000,104.5504,113.0548,0.8294414,217.6052,3.27E+03,1.05E+03,126.04917,222.6453278,348.6944977,3917.98,30.69,,,,,,,2.71E+09,5.36E+08,
3439,36,60,scatter,compact,85,15,0.861864,0.4477008,3242788000,1014388200,108.4038,99.26726,0.861864,207.671,3.24E+03,1.01E+03,125.7783131,221.7267872,347.5051002,3770.59,30.36,,,,,,,2.79E+09,4.54E+08,
3440,36,60,scatter,compact,87.5,12.5,0.8864664,0.390081,3244472000,955716600,111.419,86.51654,0.8864664,197.9356,3.24E+03,9.56E+02,125.688915,221.7912177,347.4801327,3665.94,30.12,,,,,,,2.88E+09,3.73E+08,
3441,36,60,scatter,compact,90,10,0.9084014,0.329361,3257026000,883931000,114.5166,72.87188,0.9084014,187.3886,3.26E+03,8.84E+02,126.0638744,221.2523037,347.3161781,3577.42,29.83,,,,,,,2.96E+09,2.91E+08,
3442,36,60,scatter,compact,92.5,7.5,0.9505186,0.2752642,3198768000,760360800,120.3684,60.54202,0.9505186,180.91,3.20E+03,7.60E+02,126.6344499,219.9414962,346.5759461,3418.91,28.72,,,,,,,3.04E+09,2.09E+08,
3443,36,60,scatter,compact,95,5,0.9844348,0.2235156,3168784000,567784400,124.6162,48.7667,0.9844348,173.3828,3.17E+03,5.68E+02,126.5865449,218.180297,344.7668419,3301.12,27.63,,,,,,,3.12E+09,1.27E+08,
3444,36,60,scatter,compact,97.5,2.5,0.62852376,0.6557274,2355192000,1193357200,82.659816,157.13834,1.1431844,239.798,2.36E+03,1.19E+03,131.5142263,239.6397344,371.1539607,2842.70,22.89,,,,,,,1.48E+09,7.83E+08,
3445,36,120,scatter,compact,2.5,97.5,0.08034032,1.350866,1381238000,2321286000,19.808536,329.6726,1.350866,349.4812,1.38E+03,2.32E+03,246.5578429,244.0453753,490.6032183,2405.67,15.11,,,,,,,1.11E+08,3.14E+09,
3446,36,120,scatter,compact,5,95,0.09952574,1.313672,1946108000,2325702000,19.24644,318.9748,1.313672,338.2212,1.95E+03,2.33E+03,193.3815313,242.8115999,436.1931311,2473.78,19.64,,,,,,,1.94E+08,3.06E+09,
3447,36,120,scatter,compact,7.5,92.5,0.1221222,1.28142,2263010000,2320408000,21.9713,312.1198,1.28142,334.0908,2.26E+03,2.32E+03,179.9124156,243.5733795,423.4857951,2536.04,22.10,,,,,,,2.76E+08,2.97E+09,
3448,36,120,scatter,compact,10,90,0.1434712,1.271642,2487410000,2274262000,24.31962,309.4748,1.271642,333.7944,2.49E+03,2.27E+03,169.5087237,243.3662933,412.875017,2555.54,24.02,,,,,,,3.57E+08,2.89E+09,
3449,36,120,scatter,compact,12.5,87.5,0.1638592,1.233252,2676306000,2279290000,27.18354,298.452,1.233252,325.6356,2.68E+03,2.28E+03,165.8957202,242.0040673,407.8997875,2635.09,25.55,,,,,,,4.39E+08,2.81E+09,
3450,36,120,scatter,compact,15,85,0.1963628,1.207124,2651860000,2261138000,27.16888,291.2794,1.207124,318.4484,2.65E+03,2.26E+03,138.3606264,241.3003138,379.6609402,2692.13,28.54,,,,,,,5.21E+08,2.73E+09,
3451,36,120,scatter,compact,17.5,82.5,0.2221998,1.181854,2703884000,2240752000,28.1072,288.8854,1.181854,316.9926,2.70E+03,2.24E+03,126.4951634,244.4340841,370.9292474,2749.69,30.54,,,,,,,6.01E+08,2.65E+09,
3452,36,120,scatter,compact,20,80,0.2393,1.146954,2849810000,2238258000,30.20674,280.776,1.146954,310.9824,2.85E+03,2.24E+03,126.2295863,244.801448,371.0310343,2833.36,31.72,,,,,,,6.82E+08,2.57E+09,
3453,36,120,scatter,compact,22.5,77.5,0.2620522,1.130204,2913958000,2199932000,31.55154,275.5814,1.130204,307.133,2.91E+03,2.20E+03,120.4017368,243.8333257,364.2350624,2875.35,33.22,,,,,,,7.64E+08,2.49E+09,
3454,36,120,scatter,compact,25,75,0.2869936,1.101438,2943438000,2184174000,33.76388,267.3066,1.101438,301.0704,2.94E+03,2.18E+03,117.6468047,242.6887396,360.3355443,2950.45,34.02,,,,,,,8.45E+08,2.41E+09,
3455,36,120,scatter,compact,27.5,72.5,0.3089738,1.06396,2996642000,2183628000,36.78858,256.1486,1.06396,292.9372,3.00E+03,2.18E+03,119.0669889,240.7502162,359.817205,3054.38,34.24,,,,,,,9.26E+08,2.32E+09,
3456,36,120,scatter,compact,30,70,0.3286608,1.044492,3063980000,2146656000,39.14586,252.2282,1.044492,291.3742,3.06E+03,2.15E+03,119.1071768,241.4840899,360.5912666,3111.31,34.61,,,,,,,1.01E+09,2.24E+09,
3457,36,120,scatter,compact,32.5,67.5,0.3341716,1.0055414,3260214000,2149578000,41.49798,239.559,1.0055414,281.057,3.26E+03,2.15E+03,124.181648,238.2388234,362.4204714,3231.83,35.28,,,,,,,1.09E+09,2.16E+09,
3458,36,120,scatter,compact,35,65,0.3392466,0.9744124,3448374000,2134514000,43.52036,229.107,0.9744124,272.6272,3.45E+03,2.13E+03,128.285324,235.1232394,363.4085634,3335.07,35.96,,,,,,,1.17E+09,2.08E+09,
3459,36,120,scatter,compact,37.5,62.5,0.3634204,0.9546052,3445970000,2093298000,45.53858,225.832,0.9546052,271.3708,3.45E+03,2.09E+03,125.3055139,236.5710977,361.8766116,3404.27,36.35,,,,,,,1.25E+09,2.00E+09,
3460,36,120,scatter,compact,40,60,0.4011668,0.9321404,3324128000,2056660000,46.88246,223.1016,0.9321404,269.9842,3.32E+03,2.06E+03,116.8652541,239.3433436,356.2085976,3486.31,37.04,,,,,,,1.33E+09,1.92E+09,
3461,36,120,scatter,compact,42.5,57.5,0.4173588,0.9206664,3388122000,1994990000,50.9206,220.525,0.9206664,271.4456,3.39E+03,1.99E+03,122.0067721,239.5275857,361.5343578,3529.76,36.10,,,,,,,1.41E+09,1.84E+09,
3462,36,120,scatter,compact,45,55,0.4508624,0.9011814,3316198000,1947928000,55.73596,214.5208,0.9011814,270.2566,3.32E+03,1.95E+03,123.6207765,238.0439721,361.6647486,3606.08,35.01,,,,,,,1.50E+09,1.76E+09,
3463,36,120,scatter,compact,47.5,52.5,0.4792854,0.8704038,3288120000,1922478000,57.45276,208.4154,0.8704038,265.868,3.29E+03,1.92E+03,119.871709,239.4467947,359.3185037,3733.59,35.46,,,,,,,1.58E+09,1.67E+09,
3464,36,120,scatter,compact,50,50,0.5096046,0.8310792,3254214000,1916378000,66.99334,197.6906,0.8310792,264.6842,3.25E+03,1.92E+03,131.4614115,237.8721547,369.3335661,3910.26,32.81,,,,,,,1.66E+09,1.59E+09,
3465,36,120,scatter,compact,52.5,47.5,0.5447388,0.8094156,3191218000,1868468000,72.9568,191.1514,0.8094156,264.1082,3.19E+03,1.87E+03,133.9298761,236.1597676,370.0896437,4014.91,31.74,,,,,,,1.74E+09,1.51E+09,
3466,36,120,scatter,compact,55,45,0.5706456,0.8036544,3189354000,1782788000,69.25296,188.6024,0.8036544,257.8554,3.19E+03,1.78E+03,121.3589661,234.6809773,356.0399434,4043.70,33.88,,,,,,,1.82E+09,1.43E+09,
3467,36,120,scatter,compact,57.5,42.5,0.5984304,0.7448998,3176388000,1812702000,73.05246,172.0524,0.7448998,245.1046,3.18E+03,1.81E+03,122.0734441,230.973884,353.0473281,4362.65,33.87,,,,,,,1.90E+09,1.35E+09,
3468,36,120,scatter,compact,60,40,0.6202926,0.6980694,3195390000,1815328000,76.02612,159.0224,0.6980694,235.0482,3.20E+03,1.82E+03,122.5649315,227.8031382,350.3680697,4655.32,34.04,,,,,,,1.98E+09,1.27E+09,
3469,36,120,scatter,compact,62.5,37.5,0.644657,0.662125,3200826000,1791122000,79.46556,155.5294,0.6670576,234.995,3.20E+03,1.79E+03,123.2679704,234.8943175,358.1622879,4871.74,33.59,,,,,,,2.06E+09,1.19E+09,
3470,36,120,scatter,compact,65,35,0.6745966,0.6302588,3179482000,1752840000,82.7586,145.697,0.6745966,228.4558,3.18E+03,1.75E+03,122.6786497,231.1701161,353.8487659,4817.30,33.50,,,,,,,2.14E+09,1.10E+09,
3471,36,120,scatter,compact,67.5,32.5,0.690425,0.5972308,3224196000,1713788000,84.66744,136.8178,0.690425,221.4854,3.22E+03,1.71E+03,122.6309013,229.0869794,351.7178807,4706.86,33.77,,,,,,,2.23E+09,1.02E+09,
3472,36,120,scatter,compact,70,30,0.710251,0.5843718,3249764000,1612856000,88.31242,134.9052,0.710251,223.2176,3.25E+03,1.61E+03,124.3397334,230.8550823,355.1948157,4575.47,33.12,,,,,,,2.31E+09,9.43E+08,
3473,36,120,scatter,compact,72.5,27.5,0.7260052,0.5392122,3290608000,1596412000,90.91282,123.0598,0.7260052,213.9724,3.29E+03,1.60E+03,125.2233731,228.2214683,353.4448413,4476.19,33.27,,,,,,,2.39E+09,8.61E+08,
3474,36,120,scatter,compact,75,25,0.7395116,0.4948752,3340984000,1575972000,91.29244,112.3132,0.7395116,203.6056,3.34E+03,1.58E+03,123.4496389,226.9525731,350.402212,4394.43,34.01,,,,,,,2.47E+09,7.80E+08,
3475,36,120,scatter,compact,77.5,22.5,0.7827586,0.4576516,3261672000,1525724000,94.166,105.735,0.7827586,199.901,3.26E+03,1.53E+03,120.3001794,231.0381959,351.3383753,4151.64,33.72,,,,,,,2.55E+09,6.98E+08,
3476,36,120,scatter,compact,80,20,0.7967854,0.4343692,3303874000,1420228000,100.25756,100.47298,0.7967854,200.7308,3.30E+03,1.42E+03,125.8275566,231.3077907,357.1353473,4078.56,32.40,,,,,,,2.63E+09,6.17E+08,
3477,36,120,scatter,compact,82.5,17.5,0.8309482,0.4076716,3265550000,1315390000,104.2424,94.27188,0.8309482,198.5146,3.27E+03,1.32E+03,125.4499378,231.2446587,356.6945965,3910.87,31.72,,,,,,,2.71E+09,5.36E+08,
3478,36,120,scatter,compact,85,15,0.856906,0.3747834,3261422000,1213614000,107.4312,86.6894,0.856906,194.1204,3.26E+03,1.21E+03,125.3710442,231.3053353,356.6763795,3792.40,31.26,,,,,,,2.79E+09,4.55E+08,
3479,36,120,scatter,compact,87.5,12.5,0.8864108,0.3348206,3245368000,1112994000,111.3812,77.35168,0.8864108,188.7326,3.25E+03,1.11E+03,125.6541549,231.024256,356.6784109,3666.17,30.65,,,,,,,2.88E+09,3.73E+08,
3480,36,120,scatter,compact,90,10,0.9273434,0.2948608,3189300000,987475000,117.1122,67.8129,0.9273434,184.925,3.19E+03,9.87E+02,126.2878455,229.982758,356.2706034,3504.35,29.55,,,,,,,2.96E+09,2.91E+08,
3481,36,120,scatter,compact,92.5,7.5,0.9414834,0.2613066,3229244000,802224000,119.5172,60.37444,0.9414834,179.8916,3.23E+03,8.02E+02,126.9456264,231.0482782,357.9939046,3451.72,28.91,,,,,,,3.04E+09,2.10E+08,
3482,36,120,scatter,compact,95,5,0.9582678,0.2279096,3257426000,558830800,123.5854,51.79852,0.9582678,175.3836,3.26E+03,5.59E+02,128.9674974,227.2766044,356.2441018,3391.26,27.72,,,,,,,3.12E+09,1.27E+08,
3483,36,120,scatter,compact,97.5,2.5,0.61224134,0.5684088,2408298000,1378571000,80.73088,137.39818,1.0259482,218.129,2.41E+03,1.38E+03,131.8612036,241.7242309,373.5854345,3167.54,23.97,,,,,,,1.47E+09,7.84E+08,
